起始节点,目标节点,关系
伪回归问题,结论,包含
随机过程的概念,一般地，若对于每一特定的t（t∈T），Yt为一随机变量，则称这一簇随机变量｛Yt｝为一个随机过程。若指标集T为一连续区间，则｛Yt｝为连续型随机过程。若T为离散集合，如T＝（0，1，2，……）或T＝（……，-2，-1，0，1，2，……），则｛Yt｝为离散型随机过程,包含
时间序列的平稳性,时间序列的统计规律不会随着时间的推移而发生变化,包含
时间序列的平稳性,直观理解,包含
时间序列的平稳性,理论理解,包含
时间序列的平稳性,一般指向,包含
时间序列的平稳性,非平稳,包含
时间序列的平稳性,非平稳的后果,包含
单位根过程,如果一个序列是随机游走过程，则称这个序列是一个单位根过程,包含
单位根过程,形式,包含
Dickey-Fuller检验（DF检验）,动机,包含
Dickey-Fuller检验（DF检验）,步骤,包含
Dickey-Fuller检验（DF检验）,判断,包含
Dickey-Fuller检验（DF检验）,缺陷,包含
Augmented Dickey-Fuller检验（ADF检验）,类型,包含
Augmented Dickey-Fuller检验（ADF检验）,优点,包含
协整的概念,多个非平稳经济变量的某种线性组合是平稳的,包含
意义,如果多个非平稳变量具有协整性，则这些变量可以合成一个平稳序列。这个平稳序列就可以用来描述原变量之间的均衡关系,包含
意义,当且仅当多个非平稳变量之间具有协整性时，由这些变量建立的回归模型才有意义。所以协整性检验也是区别真实回归与伪回归的有效方法,包含
意义,具有协整关系的非平稳变量可以用来建立误差修正模型。由于误差修正模型把长期关系和短期动态特征结合在一个模型中，因此既可以克服传统计量经济模型忽视伪回归的问题，又可以克服建立差分模型忽视水平变量信息的弱点,包含
协整检验,基于回归残差的协整检验,包含
协整检验,基于回归系数完全信息的Johansen协整检验,包含
误差修正模型,基本思路,包含
误差修正模型,原因,包含
误差修正模型,步骤,包含
格兰杰因果关系,基本思想,包含
格兰杰因果检验的注意事项,关于信息集的设定,包含
格兰杰因果检验的注意事项,关于非平稳变量的问题,包含
格兰杰因果检验的注意事项,关于滞后期数问题,包含
格兰杰因果检验的注意事项,经济学含义,包含
原因,时间序列变量的非平稳性,包含
结论,在利用回归分析方法讨论经济变量有意义的经济关系之前，必须对经济变量时间序列的平稳性与非平稳性进行判断,包含
直观理解,一个平稳的时间序列可以看作一条围绕其均值上下波动的曲线,包含
理论理解,严格平稳是指随机过程｛Yt｝的联合分布函数与时间的位移无关,包含
理论理解,弱平稳是指随机过程的期望、方差和协方差不随时间推移而变化,包含
一般指向,弱平稳,包含
非平稳,指时间序列的统计规律随着时间的位移而发生变化,包含
非平稳的后果,均值函数，方差函数不再是常数，自协方差函数也不仅仅是时间间隔t—s的函数,包含
非平稳的后果,高斯一马尔科夫定理不再成立，一个变量对其它变量的回归可能会导致伪回归结果,包含
形式,$Y_t=Y_{t-1}+ \epsilon_t$,包含
动机,在原假设成立的情况下，该统计量不服从t分布。由于t检验统计量不再服从传统的t分布，所以传统的t检验方法失效,包含
步骤,据所观察的数据序列，用OLS法估计一阶自回归模型,包含
步骤,提出假设：$H_0 \gamma = 1$，检验用统计量为常规t统计量,包含
步骤,计算在原假设成立的条件下t统计量值，查DF检验临界值表得临界值，然后将t统计量值与DF检验临界值进行比较,包含
判断,若t统计量值小于DF检验临界值，则拒绝原假设，说明序列不存在单位根,包含
判断,若t统计量值大于或等于DF检验临界值，则接受原假设，说明序列存在单位根,包含
缺陷,在检验所设定的模型时，假设随机扰动项不存在自相关,包含
类型,$Y_t=\gamma Y_{t-1}+u_t$,包含
类型,$Y_t=\alpha+\gamma Y_{t-1}+u_t$,包含
类型,$Y_t=\alpha+\beta t+\gamma Y_{t-1}+u_t$,包含
类型,Y_{t} = \gamma Y_{t-1} + \sum_{i=1}^{p} \alpha_{i} \Delta Y_{t-i} + \varepsilon_{t},包含
类型, Y_{t} = \alpha + \gamma Y_{t-1} + \sum_{i=1}^{p} \alpha_{i} \Delta Y_{t-i} + \varepsilon_{t},包含
类型,Y_{t} = \alpha + \beta t + \gamma Y_{t-1} + \sum_{i=1}^{p} \alpha_{i} \Delta Y_{t-i} + \varepsilon_{t},包含
优点,引入了\Delta Y_{t-i}项，其目的是消除自相关性,包含
基于回归残差的协整检验,步骤,包含
基于回归残差的协整检验,方法,包含
基本思路,若变量间存在协整关系，即表明这些变量间存在着长期稳定的关系，而这种长期稳定的关系是在短期动态过程的不断调整下得以维持,包含
原因,大多数的经济时间序列的一阶差分是平稳序列。同时，存在着某种联系方式(如线性组合)把相互协整过程和长期稳定均衡状态结合起来,包含
步骤,建立长期关系模型。即通过水平变量和OLS法估计出时间序列变量间的关系,包含
步骤,建立短期动态关系．即误差修正方程。将长期关系模型中各变量以一阶差分形式重新加以构造，并将长期关系模型所产生的残差序列作为解释变量引入，在一个从一般到特殊的检验过程中，对短期动态关系进行逐项检验，不显著的项逐渐被剔除，直到最适当的表示方法被找到为止,包含
基本思想,对于时间序列变量X和Y，如果X是Y变化的原因，则X的变化应该发生在Y变化之前，而且X的过去值应该有助于预测Y的未来值，但Y的过去值不应该能够预测X的未来值,包含
,通过检验以Y为被解释变量的方程中是否可以把X的全部滞后变量剔除掉而完成,包含
关于信息集的设定,信息集中遗漏重要解释变量很可能导致虚假的因果性推断，如果适当地拓展信息集合，原来的因果关系很可能会消失,包含
关于非平稳变量的问题,在做格兰杰因果检验之前，需要对时间序列的平稳性进行检验,包含
关于滞后期数问题,在实际应用中，也可以通过AIC、BIC等模型选择来确定滞后期数,包含
经济学含义,格兰杰因果关系不等于实际因果关系，实际因果关系还需借助经济理论进行进一步的分析,包含
时间序列计量经济分析的基本概念,经济理解能力,考察
时间序列计量经济分析的基本概念,数学推演能力,考察
,数学推演能力,考察
时间序列平稳性的单位根检验,数学推演能力,考察
时间序列平稳性的单位根检验,逻辑思维能力,考察
协整,数学推演能力,考察
协整,逻辑思维能力,考察
格兰杰因果检验,数学推演能力,考察
格兰杰因果检验,经济理解能力,考察
如果一个时间序列呈现出上升趋势，那么这个时间序列是什么类型的？,非平稳时间序列,的解答是
如果同阶单整的线性组合是平稳时间序列，这些变量之间的关系是什么？,协整关系,的解答是
以下关于随机过程的说法中，哪项是不正确的？,随机过程的样本空间是时间序列,的解答是
以下哪项不是弱平稳时间序列的必要条件？,时间序列是高斯的,的解答是
设时间序列，它们之间一般是几阶协整关系？,不存在协整关系,的解答是
以下有关DF检验的说法中，哪项是正确的？,DF 检验的零假设是“被检验时间序列非平稳”,的解答是
检验协整性的方法是什么？,EG两步法,的解答是
以下关于协整回归DW检验的说法中，哪项是正确的？,H1: DW>0,的解答是
以下哪项不属于平稳性检验？, LM检验,的解答是
以下关于EG检验的说法中，哪项是不正确的？,第二步检验残差et是否存在自相关,的解答是
古典假定里的哪些假设保证了扰动项的平稳性？,零均值假定，同方差假定，无自相关假定,的解答是
关于DF检验，哪些说法是正确的？,如果拒绝，一定就接受假设，如果接受，说明原序列非平稳序列，DF检验的否定域与模型是否存在截距有关， DF检验的否定域与模型是否存在时间趋势有关,的解答是
如果时间序列是1阶自回归过程，以下哪些说法是正确的？,可以对模型进行ADF检验，可以基于OLS估计量进行平稳性检验，时间序列非平稳序列,的解答是
设两个随机时间序列都是3阶单整序列，如果存在不全为零的数使得它们的线性组合是平稳的，以下哪些说法必然是错误的？,为平稳序列，序列是非平稳序列，对于序列，常用的ADF检验失效,的解答是
在用一个时间序列对另一个时间序列做回归时，虽然两者之间并无任何有意义的关系，但经常会得到一个很高的的值，这种情况说明存在什么问题？,伪回归 ,的解答是
包含非平稳变量的均衡系统，必然意味着这些非平稳变量的某种组合是平稳的，这是哪种思想？,协整,的解答是
自协方差测量什么？,在不同时间观测到的同一序列上两点之间的线性关系,的解答是
当时间序列是非平稳的时候，不可能是什么？,时间序列的统计规律随时间推移不发生变化,的解答是
下列不可能协整的序列是哪些？,I(0)和I(1) ,的解答是
以下和协整检验无关的是什么？,Wald检验,的解答是
对于自回归模型，DF检验的备择假设是什么？,α<1,的解答是
以下有关协整回归DW检验的说法中，正确的是什么？,检验的零假设是Xt与Yt不协整 ,的解答是
以下关于EG检验的说法中，不正确的是什么？,检验残差et的平稳性可进行ADF检验，并用其临界值,的解答是
以下关于DF检验的模型形式说法中，不正确的是什么？,若三个模型都接受了原假设，则说明原序列是平稳的,的解答是
随机游走过程必然是什么类型的序列？,非平稳序列，统计规律随时间的位移而发生变化的序列,的解答是
假设时间序列是一阶自回归随机过程，如果该过程为非平稳过程，则可能的情形包括哪些？,α=1 ，α=1.2 ，α=-1,的解答是
时间序列满足以下关系式，其中满足经典假定，下列说法中错误的有哪些？,δ1=0，δ3=0 ，单整阶数不确定,的解答是
使用时间序列作为变量建立计量模型，其特点包括哪些？,需要考虑时间序列的平稳性，这种建模方法以经济理论为依据,的解答是
时间序列计量经济分析的基本概念,如果一个时间序列呈现出上升趋势，那么这个时间序列是什么类型的？,的例题是
协整,如果同阶单整的线性组合是平稳时间序列，这些变量之间的关系是什么？,的例题是
时间序列平稳性的单位根检验,以下关于随机过程的说法中，哪项是不正确的？,的例题是
时间序列计量经济分析的基本概念,以下哪项不是弱平稳时间序列的必要条件？,的例题是
协整,设时间序列，它们之间一般是几阶协整关系？,的例题是
时间序列平稳性的单位根检验,以下有关DF检验的说法中，哪项是正确的？,的例题是
协整,检验协整性的方法是什么？,的例题是
协整,以下关于协整回归DW检验的说法中，哪项是正确的？,的例题是
时间序列平稳性的单位根检验,以下哪项不属于平稳性检验？,的例题是
协整,以下关于EG检验的说法中，哪项是不正确的？,的例题是
时间序列计量经济分析的基本概念,古典假定里的哪些假设保证了扰动项的平稳性？,的例题是
时间序列平稳性的单位根检验,关于DF检验，哪些说法是正确的？,的例题是
时间序列平稳性的单位根检验,如果时间序列是1阶自回归过程，以下哪些说法是正确的？,的例题是
时间序列平稳性的单位根检验,设两个随机时间序列都是3阶单整序列，如果存在不全为零的数使得它们的线性组合是平稳的，以下哪些说法必然是错误的？,的例题是
时间序列计量经济分析的基本概念,在用一个时间序列对另一个时间序列做回归时，虽然两者之间并无任何有意义的关系，但经常会得到一个很高的的值，这种情况说明存在什么问题？,的例题是
协整,包含非平稳变量的均衡系统，必然意味着这些非平稳变量的某种组合是平稳的，这是哪种思想？,的例题是
时间序列计量经济分析的基本概念,自协方差测量什么？,的例题是
时间序列计量经济分析的基本概念,当时间序列是非平稳的时候，不可能是什么？,的例题是
时间序列平稳性的单位根检验,下列不可能协整的序列是哪些？,的例题是
协整,以下和协整检验无关的是什么？,的例题是
时间序列平稳性的单位根检验,对于自回归模型，DF检验的备择假设是什么？,的例题是
协整,以下有关协整回归DW检验的说法中，正确的是什么？,的例题是
时间序列平稳性的单位根检验,以下关于EG检验的说法中，不正确的是什么？,的例题是
时间序列平稳性的单位根检验,以下关于DF检验的模型形式说法中，不正确的是什么？,的例题是
时间序列平稳性的单位根检验,随机游走过程必然是什么类型的序列？,的例题是
时间序列平稳性的单位根检验,假设时间序列是一阶自回归随机过程，如果该过程为非平稳过程，则可能的情形包括哪些？,的例题是
时间序列平稳性的单位根检验,时间序列满足以下关系式，其中满足经典假定，下列说法中错误的有哪些？,的例题是
时间序列平稳性的单位根检验,使用时间序列作为变量建立计量模型，其特点包括哪些？,的例题是
